,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GrLivArea_log,LotArea_log,1stFlrSF_log,2ndFlrSf_log,BsmtUnfSF_log,LotFrontage_log,MasVnrArea_log,Has_MiscVal,MiscVal_log,Has_PoolArea,PoolArea_log,Has_3SsnPorch,3SsnPorch_log,Has_LowQualFinSF,LowQualFinSF_log,Has_ScreenPorch,ScreenPorch_log,Has_EnclosedPorch,EnclosedPorch_log,Has_WoodDeckSF,WoodDeckSF_log,Has_OpenPorchSF,OpenPorchSF_log,Has_MasVnrArea,TotalBsmtFinSF,TotalBsmtFinSF_log,SalePrice_log,LandSlope_mapped,ExterQual_mapped,ExterCond_mapped,BsmtQual_mapped,BsmtCond_mapped,BsmtExposure_mapped,LotShape_mapped,HouseAge,RemodAge,GarageAge,TotalYears,HasGarage
1023,1023,1024,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,Gd,No,GLQ,16,Unf,0,1330,1346,GasA,Ex,Y,SBrkr,1504,0,0,1504,0,0,2,0,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2,437,TA,TA,Y,156,20,0,0,0,0,0,5,2008,WD,Normal,191000,7.316548177182976,8.065579427282092,7.316548177182976,0.0,7.193685818395112,3.784189633918261,2.70805020110221,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.056245805348308,1,3.044522437723423,1,16,2.833213344056216,12.160033942617156,3,4,3,4.0,4.0,1,4,3,2,3.0,2,1
1024,1024,1025,20,RL,85.0,15498,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165,LwQ,400,0,1565,GasA,TA,Y,SBrkr,2898,0,0,2898,1,0,2,0,2,1,Gd,10,Typ,1,Attchd,1976.0,Fin,2,665,TA,TA,Y,0,72,174,0,0,0,0,5,2008,COD,Abnorml,287000,7.972121128921655,9.648530784697051,7.972121128921655,0.0,0.0,4.454347296253507,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.1647859739235145,0,0.0,1,4.290459441148391,0,1565,7.356279876550748,12.567240979056246,3,4,3,4.0,3.0,3,3,32,32,32.0,32,1
1025,1025,1026,20,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,138,Rec,468,276,882,GasA,TA,Y,SBrkr,882,0,0,882,1,0,1,0,3,1,TA,5,Typ,0,Detchd,1980.0,Unf,2,461,TA,TA,Y,96,0,0,0,0,0,0,3,2007,WD,Normal,112500,6.78332520060396,8.94910546953925,6.78332520060396,0.0,5.6240175061873385,4.2626798770413155,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.574710978503383,0,0.0,0,606,6.408528791059498,11.630717389475995,3,3,3,3.0,3.0,1,4,35,35,27.0,35,1
1026,1026,1027,20,RL,73.0,9300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,0,571,1268,GasA,TA,Y,SBrkr,1264,0,0,1264,1,0,1,0,3,1,TA,6,Typ,2,Attchd,1960.0,Unf,2,461,TA,TA,Y,0,0,0,0,143,0,0,4,2010,WD,Normal,167500,7.142827401161621,9.137877200242468,7.142827401161621,0.0,6.349138991379798,4.30406509320417,5.783825182329737,0,0.0,0,0.0,0,0.0,0,0.0,1,4.969813299576001,0,0.0,0,0.0,0,0.0,1,697,6.548219102762372,12.02874460037869,3,3,3,3.0,3.0,1,4,50,50,50.0,50,1
1027,1027,1028,20,RL,71.0,9520,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1513,Unf,0,125,1638,GasA,Ex,Y,SBrkr,1646,0,0,1646,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2008.0,RFn,3,800,TA,TA,Y,192,44,0,0,0,0,0,4,2008,New,Partial,293077,7.4067107301776405,9.161255164285691,7.4067107301776405,0.0,4.836281906951478,4.276666119016055,5.82600010738045,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.262690188904886,1,3.8066624897703196,1,1513,7.322510433997394,12.588194064175278,3,4,3,4.0,3.0,4,3,1,0,0.0,0,1
1028,1028,1029,50,RL,79.0,9492,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,368,BLQ,41,359,768,GasA,TA,Y,SBrkr,968,408,0,1376,1,0,1,0,3,1,TA,6,Typ,1,Attchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,4,2007,WD,Normal,105000,7.227662498728654,9.158309963881798,6.876264611890766,6.013715156042802,5.886104031450156,4.382026634673881,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,409,6.016157159698354,11.561725152903833,3,3,3,3.0,3.0,1,4,66,57,66.0,57,1
1029,1029,1030,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,TA,TA,CBlock,TA,TA,No,BLQ,317,Unf,0,355,672,GasA,Gd,Y,SBrkr,672,546,0,1218,0,1,1,1,3,1,TA,7,Typ,0,Detchd,1972.0,Unf,1,264,TA,TA,Y,0,28,0,0,0,0,0,5,2006,WD,Normal,118000,7.105786129481271,7.427144133408616,6.511745329644728,6.304448802421981,5.87493073085203,3.091042453358316,5.641907070938114,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.367295829986474,1,317,5.762051382780177,11.678448377988165,3,3,3,3.0,3.0,1,4,34,34,34.0,34,1
1030,1030,1031,190,RH,60.0,7082,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,686,686,GasA,Gd,Y,SBrkr,948,980,0,1928,0,0,2,0,5,2,TA,10,Typ,0,NoGarage,0.0,NoGarage,0,0,TA,TA,N,0,0,228,0,0,0,0,7,2006,WD,Normal,160000,7.564757012905729,8.865452825753623,6.855408798609928,6.8885724595653635,6.532334292222349,4.110873864173311,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.43372200355424,0,0.0,0,0.0,0,0,0.0,11.982935344196433,3,3,3,3.0,3.0,2,4,90,11,2006.0,11,0
1031,1031,1032,75,RL,102.0,15863,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523,Unf,0,301,824,GasA,Ex,Y,SBrkr,1687,998,397,3082,1,0,2,1,5,1,TA,12,Typ,2,Basment,1970.0,Fin,2,672,TA,TA,Y,136,63,0,0,0,0,0,8,2009,WD,Normal,197000,8.03365842788615,9.671807670199632,7.431299675155903,6.906754778648554,5.71042701737487,4.634728988229636,0.0,0,0.0,0,0.0,0,0.0,1,5.986452005284438,0,0.0,0,0.0,1,4.919980925828125,1,4.1588830833596715,0,523,6.261491684321042,12.190964083849375,3,3,3,3.0,3.0,1,4,89,39,39.0,39,1
1032,1032,1033,60,RL,91.0,14541,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1012,Unf,0,326,1338,GasA,Ex,Y,SBrkr,1352,1168,0,2520,1,0,2,1,5,1,Gd,10,Typ,1,Attchd,1993.0,RFn,3,796,TA,TA,Y,209,55,0,0,0,0,0,11,2006,WD,Abnorml,310000,7.83241092718792,9.584796293210003,7.210079628170788,7.063903961472068,5.7899601708972535,4.5217885770490405,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.3471075307174685,1,4.02535169073515,0,1012,6.920671504248683,12.644330802262578,3,4,4,4.0,4.0,1,3,13,13,13.0,13,1
1033,1033,1034,20,RL,70.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,668,1654,GasA,Ex,Y,SBrkr,1654,0,0,1654,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,2002.0,Unf,3,900,TA,TA,Y,0,136,0,0,0,0,0,2,2006,WD,Normal,230000,7.411556287811163,9.002824076547672,7.411556287811163,0.0,6.505784060128229,4.2626798770413155,5.69035945432406,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.919980925828125,1,986,6.894670039433482,12.345838935721968,3,4,3,4.0,3.0,1,4,4,4,4.0,4,1
1034,1034,1035,30,RL,50.0,6305,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,0,Unf,0,920,920,GasA,Ex,Y,SBrkr,954,0,0,954,0,0,1,0,2,1,Fa,5,Typ,1,Basment,1938.0,Unf,1,240,Fa,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,119750,6.86171134048073,8.749256840105007,6.86171134048073,0.0,6.825460036255307,3.9318256327243257,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,11.693169865968983,3,3,4,2.0,2.0,1,4,69,57,69.0,57,1
1035,1035,1036,20,RL,65.5,11500,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Slab,,,No,,0,,0,0,0,GasA,Ex,N,SBrkr,845,0,0,845,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1957.0,Unf,1,290,TA,TA,N,186,0,0,0,0,0,0,1,2009,WD,Normal,84000,6.740519359606223,9.350189267092581,6.740519359606223,0.0,0.0,4.197201947661808,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.231108616854587,0,0.0,0,0,0.0,11.338583982516495,3,3,4,,,1,3,52,52,52.0,52,1
1036,1036,1037,20,RL,89.0,12898,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,2,1,Ex,6,Typ,1,Attchd,2008.0,Fin,3,912,TA,TA,Y,228,0,0,0,0,0,0,9,2009,WD,Normal,315500,7.390798521735676,9.464905067965136,7.390798521735676,0.0,6.395261598115449,4.499809670330265,4.2626798770413155,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.43372200355424,0,0.0,1,1022,6.930494765951626,12.66191713053049,3,4,3,5.0,3.0,4,3,2,1,1.0,1,1
1037,1037,1038,60,RL,70.0,9240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,GasA,Ex,Y,SBrkr,1055,1208,0,2263,0,0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2001.0,Fin,2,905,TA,TA,Y,0,45,0,0,189,0,0,9,2008,WD,Normal,287000,7.724888439323074,9.13140538388804,6.962243464266207,7.097548850614793,6.962243464266207,4.2626798770413155,5.983936280687191,0,0.0,0,0.0,0,0.0,0,0.0,1,5.247024072160486,0,0.0,0,0.0,1,3.828641396489095,1,0,0.0,12.567240979056246,3,4,3,4.0,3.0,1,4,7,6,7.0,6,1
1038,1038,1039,160,RM,21.0,1533,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,TA,Y,SBrkr,798,546,0,1344,0,0,1,1,3,1,TA,6,Typ,1,NoGarage,0.0,NoGarage,0,0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,97000,7.20414929203594,7.335633981927201,6.683360945766275,6.304448802421981,6.304448802421981,3.091042453358316,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,11.48247656671073,3,3,3,3.0,3.0,1,4,39,1,2009.0,1,0
1039,1039,1040,180,RM,21.0,1477,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,0,121,630,GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,0,4,2009,WD,Normal,80000,6.447305862541213,7.298445101508147,6.447305862541213,0.0,4.804021044733257,3.091042453358316,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,509,6.234410725718371,11.289794413577894,3,3,3,4.0,3.0,3,4,39,39,39.0,39,1
1040,1040,1041,20,RL,88.0,13125,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168,BLQ,682,284,1134,GasA,Ex,Y,SBrkr,1803,0,0,1803,1,0,2,0,3,1,TA,8,Maj1,1,Attchd,1957.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,0,1,2006,WD,Normal,155000,7.4977617006225685,9.482350275033667,7.4977617006225685,0.0,5.652489180268651,4.48863636973214,4.219507705176107,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,850,6.7464121285733745,11.951186847493476,3,3,3,3.0,3.0,1,4,49,6,49.0,6,1
1041,1041,1042,60,RL,80.0,9130,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,400,Rec,64,336,800,GasA,Gd,Y,SBrkr,800,832,0,1632,0,1,1,1,4,1,Gd,7,Typ,0,Attchd,1966.0,Unf,2,484,TA,TA,Y,0,40,0,0,0,0,0,7,2008,WD,Normal,173000,7.398174092970465,9.11943049661634,6.68586094706836,6.725033642166843,5.820082930352362,4.394449154672439,5.53338948872752,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.713572066704308,1,464,6.142037405587356,12.06105265381003,3,3,3,3.0,3.0,1,4,42,8,42.0,8,1
1042,1042,1043,120,RL,34.0,5381,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,406,1306,GasA,Ex,Y,SBrkr,1306,0,0,1306,1,0,2,0,1,1,Gd,5,Typ,1,Attchd,2005.0,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,0,8,2009,WD,Normal,196000,7.175489713624222,8.590815331286851,7.175489713624222,0.0,6.008813185442595,3.5553480614894135,4.912654885736052,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.14166355650266,1,4.1588830833596715,1,900,6.803505257608338,12.185875040240456,3,4,3,4.0,3.0,3,3,4,4,4.0,4,1
1043,1043,1044,60,RL,86.0,11839,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,0,390,1475,GasA,Ex,Y,SBrkr,1532,797,0,2329,1,0,2,1,4,1,Gd,10,Typ,1,Attchd,1990.0,Unf,2,514,TA,TA,Y,192,121,0,0,0,0,0,5,2008,WD,Normal,262280,7.753623546559746,9.379238908437996,7.334981878871814,6.682108597449809,5.968707559985366,4.465908118654584,4.605170185988092,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.262690188904886,1,4.804021044733257,1,1085,6.990256500493881,12.47717172708952,3,3,3,4.0,3.0,1,4,18,18,18.0,18,1
1044,1044,1045,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,0,1420,2524,GasA,TA,Y,SBrkr,2524,0,0,2524,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,1981.0,Fin,2,542,TA,TA,Y,474,120,0,0,0,0,0,7,2009,WD,Normal,278000,7.83399634170946,9.169622538697624,7.83399634170946,0.0,7.259116128097101,4.394449154672439,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.163314804034641,1,4.795790545596741,0,1104,7.007600613951853,12.535379989788607,3,4,3,4.0,3.0,1,4,28,28,28.0,28,1
1045,1045,1046,20,RL,65.5,13680,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,No,,0,,0,0,0,GasA,Ex,Y,FuseA,1733,0,0,1733,0,0,2,0,4,1,TA,8,Min2,1,Attchd,1955.0,Unf,2,452,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,139600,7.458186157340487,9.523763287920113,7.458186157340487,0.0,0.0,4.197201947661808,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,11.846543632608535,3,3,3,,,1,3,54,54,54.0,54,1
1046,1046,1047,60,RL,85.0,16056,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,GasA,Ex,Y,SBrkr,1992,876,0,2868,0,0,3,1,4,1,Ex,11,Typ,1,BuiltIn,2005.0,Fin,3,716,TA,TA,Y,214,108,0,0,0,0,0,7,2006,New,Partial,556581,7.9617188159813645,9.683900170549684,7.597396320212795,6.776506992372183,7.469083884921234,4.454347296253507,5.342334251964811,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.3706380281276624,1,4.6913478822291435,1,240,5.484796933490655,13.229569788348705,3,4,3,5.0,3.0,3,3,1,0,1.0,0,1
1047,1047,1048,20,RL,57.0,9245,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,0,304,990,GasA,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,Detchd,1996.0,Unf,2,672,TA,TA,Y,0,0,0,0,0,0,0,2,2008,WD,Normal,145000,6.898714534329988,9.13194630454817,6.898714534329988,0.0,5.720311776607412,4.060443010546419,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,686,6.532334292222349,11.884495917930655,3,3,3,4.0,3.0,1,2,14,13,12.0,13,1
1048,1048,1049,20,RL,100.0,21750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,,,No,,0,,0,0,0,GasA,TA,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,TA,9,Min1,1,Attchd,1960.0,Unf,2,336,TA,TA,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,115000,7.4798641311650265,9.987415012471414,7.4798641311650265,0.0,0.0,4.61512051684126,4.330733340286331,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,11.652696102959753,3,3,2,,,1,4,49,3,49.0,3,1
1049,1049,1050,20,RL,60.0,11100,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,,,No,,0,,0,0,0,GasA,Ex,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,Gd,6,Typ,0,Detchd,1946.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Abnorml,84900,6.836259277277067,9.314790473332646,6.836259277277067,0.0,0.0,4.110873864173311,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,11.349241150793087,3,3,3,,,1,4,64,4,64.0,4,1
1050,1050,1051,20,RL,73.0,8993,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1302,1302,GasA,Ex,Y,SBrkr,1302,0,0,1302,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2007.0,Fin,2,436,TA,TA,Y,0,22,0,0,0,0,0,8,2007,New,Partial,176485,7.172424577124845,9.104312967330653,7.172424577124845,0.0,7.172424577124845,4.30406509320417,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.1354942159291497,0,0,0.0,12.080996832096167,3,4,3,4.0,3.0,3,3,0,0,0.0,0,1
1051,1051,1052,20,RL,103.0,11175,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1316,1316,GasA,Ex,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2007.0,Fin,2,440,TA,TA,Y,0,20,0,0,0,0,0,10,2007,New,Partial,200141,7.183111701743281,9.321523900936798,7.183111701743281,0.0,7.183111701743281,4.6443908991413725,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.044522437723423,0,0,0.0,12.206782393599413,3,4,3,4.0,3.0,3,3,0,0,0.0,0,1
1052,1052,1053,60,RL,100.0,9500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,374,816,GasA,TA,Y,SBrkr,1127,850,0,1977,0,1,1,1,4,1,TA,9,Typ,1,Attchd,1964.0,RFn,2,540,TA,TA,Y,0,52,0,0,0,0,0,6,2007,WD,Normal,165000,7.589841512182657,9.15915233520675,7.028201432058005,6.7464121285733745,5.926926025970411,4.61512051684126,5.60947179518496,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.970291913552122,1,442,6.093569770045136,12.013706813470414,3,3,3,3.0,3.0,1,4,43,29,43.0,29,1
1053,1053,1054,20,RL,68.0,8562,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383,Unf,0,833,1216,GasA,Ex,Y,FuseA,1526,0,0,1526,0,0,1,0,4,1,TA,7,Min2,1,Basment,1957.0,Unf,1,364,TA,TA,Y,116,78,0,0,0,0,0,5,2010,WD,Normal,144500,7.3310603052186325,9.055205875026193,7.3310603052186325,0.0,6.726233402358747,4.23410650459726,4.983606621708336,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.762173934797756,1,4.3694478524670215,1,383,5.950642552587727,11.881041706925902,2,3,3,3.0,3.0,3,4,53,8,53.0,8,1
1054,1054,1055,60,RL,90.0,11367,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,GasA,Ex,Y,SBrkr,1091,898,0,1989,1,0,2,1,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,2,586,TA,TA,Y,199,60,0,0,0,0,0,11,2006,WD,Normal,255000,7.595889917718538,9.338557669776936,6.9957661563048505,6.80128303447162,4.897839799950911,4.51085950651685,5.351858133476067,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.298317366548036,1,4.110873864173311,1,932,6.838405200847344,12.449022745701502,3,4,3,4.0,3.0,2,4,4,4,4.0,4,1
